AccessionClean,Cerebellum,Midbrain,Thalamus,Lateral_habenula,Hippocampus,Dentate_gyrus,Basic_cell_groups_and_regions_grey,Lateral_septal_nucleus,Caudoputamen,Neocortex,Protein_names,Gene_Names,Tissue_specificity
Q8BWY7,-0.844380954,-1.212285445,-1.592347806,-1.103313111,-1.71251285,-0.396950517,-0.511726265,-0.173321692,-0.605753248,-0.607853031,Zinc transporter ZIP11 (Solute carrier family 39 member 11) (Zrt- and Irt-like protein 11) (ZIP-11),Slc39a11 Zip11,"TISSUE SPECIFICITY: Highly expressed in the testes and portions of the digestive system including the stomach, ileum and cecum. In contrast, expressed at very low levels in liver, duodenum, jejunum, and colon. {ECO:0000269|PubMed:23643525, ECO:0000269|PubMed:24089422}."
Q8BWY9,0.879905495,1.297120403,1.29922096,1.485022986,1.555657234,1.445624588,1.396064572,0.471191284,0.811171003,1.00947788,Protein CIP2A (Cancerous inhibitor of PP2A) (p90 autoantigen homolog),Cip2a Kiaa1524,"TISSUE SPECIFICITY: Highly expressed in 17.5 and 18.5 dpc liver but not expressed in adult liver. Expressed at moderate level in embryonic brain, muscle and epidermal layers. {ECO:0000269|PubMed:12118381}."
Q8BWZ3,-0.446000849,-0.424219569,-0.080021349,0.025129975,-0.588094901,-1.023203399,-0.230755191,0.085909201,-0.165646692,-0.25261785,"N-alpha-acetyltransferase 25, NatB auxiliary subunit (Mitochondrial distribution and morphology protein 20) (N-terminal acetyltransferase B complex subunit MDM20) (NatB complex subunit MDM20) (N-terminal acetyltransferase B complex subunit NAA25)",Naa25 Mdm20,
Q8BX02,-0.523976077,-0.980420106,-1.390101677,-0.248731574,-1.505835488,-0.785074682,-1.290825007,-1.179087566,-0.559697522,-0.612435175,KN motif and ankyrin repeat domain-containing protein 2 (Ankyrin repeat domain-containing protein 25),Kank2 Ankrd25,TISSUE SPECIFICITY: Widely expressed with highest levels in liver and skeletal muscle. {ECO:0000269|PubMed:20720434}.
Q8BX09,-0.141581242,0.043199986,0.265452633,-0.396096596,-0.275390126,-0.105357225,0.155533624,-0.689919211,0.241078642,0.202749621,Retinoblastoma-binding protein 5 (RBBP-5),Rbbp5,
Q8BX10,0.503932103,0.166647282,0.238269785,0.433901422,0.738499353,0.628946786,0.701106583,0.597566279,0.403124819,0.435034743,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Phosphoglycerate mutase family member 5)",Pgam5,
Q8BX17,0.485958177,0.693057742,0.429877679,-0.284434282,0.559281441,0.770662024,0.49081138,0.533783411,0.652263452,0.354357956,Gem-associated protein 5 (Gemin5),Gemin5,
Q8BX51,0.219137182,1.013516042,-0.072494392,-0.467562928,0.867524272,1.393403872,0.892221878,NA,0.831788604,0.621643317,Zeta-sarcoglycan (Zeta-SG) (ZSG1),Sgcz,"TISSUE SPECIFICITY: Expressed in the heart, skeletal muscle and arterial vascular smooth muscle."
Q8BX70,-0.139317736,-0.194313117,-0.28236821,-0.293682679,-0.145429566,-0.170989942,-0.213302297,-0.113972811,-0.052292517,-0.089583015,Intermembrane lipid transfer protein VPS13C (Vacuolar protein sorting-associated protein 13C),Vps13c Kiaa3021,
Q8BX80,-0.149498018,0.032855077,-0.112660613,0.141625773,0.029268962,-0.146366762,-0.141715424,-0.114004737,-0.14821456,-0.128330638,Cytosolic endo-beta-N-acetylglucosaminidase (ENGase) (EC 3.2.1.96),Engase,
Q8BX90,-0.152197348,0.617226067,0.106701914,0.716233718,0.394954476,0.243756976,-0.523911245,0.09114982,0.091161685,-0.231525439,Fibronectin type-III domain-containing protein 3A,Fndc3a D14Ertd453e Fndc3 Kiaa0970,"TISSUE SPECIFICITY: Testis. Localizes to the acrosome of spermatids, as well as to Leydig cells. Can be detected on the acrosome beginning at steps 2-3 and continuing until step 12 of spermiogenesis. {ECO:0000269|PubMed:16904100}."
Q8BX94,-1.459773236,-1.111469152,-1.240568239,-1.531272539,-0.988379572,-1.175524171,-2.579978955,-1.408646127,-0.771365964,-1.336861225,Oxysterol-binding protein-related protein 2 (ORP-2) (OSBP-related protein 2),Osbpl2,"TISSUE SPECIFICITY: Detected in cochlea, in inner and outer hair cells in the organ of Corti (at protein level). {ECO:0000269|PubMed:25759012}."
Q8BXA0,-1.043849042,-0.7249183,-1.098525082,-0.018648541,-0.23221005,-0.401452891,-1.128134119,-0.730144619,-0.613213394,-0.60940567,Leucine-rich repeat and fibronectin type-III domain-containing protein 5,Lrfn5 Kiaa4208 Salm5,"TISSUE SPECIFICITY: Predominantly expressed in the brain, with a weak, but broad expression in the cerebral cortex and diencephalic nuclei. Strongly expressed in both the pyramidal layer and the dentate gyrus of the hippocampus. Also detected in other parts of the central nervous system, including the olfactory bulb, pons, cerebellum, and medulla oblongata, as well as in the peripheral nervous system, such as the ganglia of cranial nerves and the dorsal root ganglion during gestation. {ECO:0000269|PubMed:16828986}."
Q8BXA1,-1.082742758,-0.751492477,0.087749131,0.147378049,-1.252764926,-0.064276952,-0.958985856,-0.907644009,-0.484839437,-0.334391557,Golgi integral membrane protein 4 (Decapacitation factor 10) (Golgi phosphoprotein 4),Golim4 Df10 Golph4,TISSUE SPECIFICITY: Expressed by spermatozoa (at protein level). {ECO:0000269|PubMed:16221991}.
Q8BXA5,1.076262393,1.32462413,1.697355789,1.727213367,1.999230059,1.24011126,1.059044219,1.247187408,1.448681108,1.131530469,Lipid scramblase CLPTM1L (Cisplatin resistance-related protein 9) (CRR9p) (Cleft lip and palate transmembrane protein 1-like protein) (CLPTM1-like protein),Clptm1l,
Q8BXA7,-5.460483895,-5.193670054,-5.934610724,NA,-5.052512269,-3.550266533,-7.654343384,NA,-5.766476265,-4.258586398,PH domain leucine-rich repeat-containing protein phosphatase 2 (EC 3.1.3.16) (PH domain leucine-rich repeat-containing protein phosphatase-like) (PHLPP-like),Phlpp2 Phlppl,TISSUE SPECIFICITY: Expressed in the retina. {ECO:0000269|PubMed:20089132}.
Q8BXB6,-3.343235989,-2.567354549,-3.096964435,-2.01081301,-2.094167692,-1.334441288,-2.021260789,-1.69257373,-2.441327556,-2.318336548,Solute carrier organic anion transporter family member 2B1 (Organic anion transporting polypeptide 2B1) (OATP2B1) (Solute carrier family 21 member 9),Slco2b1 Oatp2b1 Slc21a9,"TISSUE SPECIFICITY: Expressed in liver, kidney, small intestine mucosa, large intestine, brain, lung, spleen, stomach and heart. {ECO:0000269|PubMed:31123035, ECO:0000269|PubMed:32114507}."
Q8BXC6,0.524918989,0.618342389,0.63630499,-0.136392673,0.753628687,0.689562276,1.085490874,0.620607044,0.803177473,0.73675554,COMM domain-containing protein 2,Commd2,
Q8BXG3,-1.514953744,-1.639990866,-1.744239374,-2.012442643,-1.780419603,NA,-1.301775265,NA,-2.496879886,-2.017593009,Intraflagellar transport protein 57 homolog (HIP1-interacting protein),Ift57 Hippi,"TISSUE SPECIFICITY: Present in retina and testis. In brain, it is present in the cortex, striatum, globus pallidus, hypothalamus and cerebellum. Present at high level in neurons and neuropil throughout the brain (at protein level). Expressed in hippocampal neurons, where it colocalizes with HOMER1 at postsynaptic regions. {ECO:0000269|PubMed:11788820, ECO:0000269|PubMed:11916979, ECO:0000269|PubMed:17107665}."
Q8BXJ8,-1.45694332,-1.521002674,-1.252025301,-1.992214743,-2.080412282,-2.497171462,-1.278695231,-1.798613668,-1.570019817,-1.866479944,Zinc finger protein 385B (Zinc finger protein 533),Znf385b Zfp385b Zfp533 Znf533,
Q8BXJ9,-0.67180357,-1.27241578,-1.795104219,-1.533204683,-1.786455765,-1.197824912,-2.343671676,-1.573539013,-1.832002831,-1.324934937,Transmembrane protein 62,Tmem62,
Q8BXK8,0.356192948,0.404071203,0.401951639,0.297636284,0.33412826,0.317683718,0.17614865,-0.177168165,0.278113503,0.324586935,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2)",Agap1 Centg2 Kiaa1099,"TISSUE SPECIFICITY: Widely expressed, with highest levels in brain and kidney. {ECO:0000269|PubMed:15381706}."
Q8BXK9,-2.137360555,-2.351836613,-3.070729633,-4.627777618,-3.754246951,-1.170994397,-1.508426167,-0.372506951,-1.985677418,-1.83366907,Chloride intracellular channel protein 5 (Glutaredoxin-like oxidoreductase CLIC5) (EC 1.8.-.-),Clic5,"TISSUE SPECIFICITY: Detected in lung and inner ear. Detected in embryonic cochlea, on microvilli-covered apical surfaces of interdental cells, columnar cells of Kolliker's organ, and on stereocilia of inner and outer hair cells (at protein level) (PubMed:17021174). Also detected in the eye, where it localizes to lens fiber cells in the lens epithelium (at protein level) (PubMed:29425878). {ECO:0000269|PubMed:17021174, ECO:0000269|PubMed:24285636, ECO:0000269|PubMed:29425878}."
Q8BXN7,0.621957402,-0.158073579,-0.828854314,0.895908168,-0.546583009,0.216221496,-0.502722212,-0.828947339,-0.490861338,-0.496341756,Protein phosphatase Mn(2+)-dependent 1K (Branched-chain alpha-ketoacid dehydrogenase phosphatase) (BCKDH) (BDP) (EC 3.1.3.16) (Protein phosphatase 2C family member) (Protein phosphatase 2C isoform kappa) (PP2C-kappa) ([3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)]-phosphatase) (EC 3.1.3.52),Ppm1k Pp2cm,"TISSUE SPECIFICITY: Highly expressed in the heart, kidney, brain and liver and to a lesser extent in testis, lung, spleen and adipose tissue. Very low amount in muscle (at protein level). Also expressed in the thymus (at protein level) and the diaphragm. Significantly reduced in hypertrophied hearts. {ECO:0000269|PubMed:17336929, ECO:0000269|PubMed:17374715, ECO:0000269|PubMed:19411760, ECO:0000269|PubMed:22589535}."
Q8BXN9,-1.112218793,-1.285070402,-1.249446784,-0.569986123,-0.921975997,-0.916658548,-1.114676534,-0.887791644,-0.808715979,-0.413984852,Transmembrane protein 87A (Elkin1),Tmem87a,TISSUE SPECIFICITY: Highly expressed in sensory neurons responsive to mechanical force. {ECO:0000269|PubMed:38422143}.
Q8BXQ2,0.702408869,0.444190337,0.595593123,0.465835193,0.468056255,0.352883287,0.595056224,0.429288546,0.785856782,0.699144657,GPI-anchor transamidase component PIGT (Neuronal development-associated protein 7) (Phosphatidylinositol-glycan biosynthesis class T protein),Pigt Ndap7,
Q8BXR1,-0.387483053,-0.189045621,0.26880467,0.073281791,0.350956417,-0.158114168,-0.411888079,-0.378832929,-0.195063742,-0.022864721,Solute carrier family 7 member 14 (Gamma-aminobutyric acid transporter SLC7A14),Slc7a14 Kiaa1613,"TISSUE SPECIFICITY: Expressed in retina, brain and spinal cord. In the retina, expressed in the inner nuclear layer and photoreceptor layer (at protein level) (PubMed:24670872). Expressed in liver, spleen, lung, kidney intestine and brain (at protein level) (PubMed:36640347). {ECO:0000269|PubMed:24670872, ECO:0000269|PubMed:36640347}."
Q8BXR5,0.180320917,0.379119029,0.758510723,0.206023969,0.847553009,0.198828799,0.306429632,-0.32973015,0.312658457,0.484115975,Sodium leak channel NALCN (Sodium leak channel non-selective protein) (Voltage gated channel-like protein 1),Nalcn Vgcnl1,"TISSUE SPECIFICITY: Widely expressed in the brain and spinal cord neurons (PubMed:17448995). Expressed also in pancreatic islet cells (PubMed:19575010). {ECO:0000269|PubMed:17448995, ECO:0000269|PubMed:19575010}."
Q8BXR9,-0.814341393,-0.477185712,-0.961707492,-0.56805058,-0.766738997,-0.777271979,-0.958265643,-0.761305808,-0.938843654,-0.809303426,Oxysterol-binding protein-related protein 6 (ORP-6) (OSBP-related protein 6),Osbpl6,"TISSUE SPECIFICITY: Expressed in skin, respiratory epithelium, small intestine epithelium, pancreas, striated muscle, brain, spinal ganglia, and nervous plexus of the intestine (at protein level) (PubMed:14593528, PubMed:30028970). In the brain, specifically in the cerebellum, it is expressed in Purkinje and granule cells (PubMed:30028970). Expressed in hepatocytes and macrophages (PubMed:26941018). {ECO:0000269|PubMed:14593528, ECO:0000269|PubMed:26941018, ECO:0000269|PubMed:30028970}."
Q8BXT1,0.199462059,0.457600229,-0.074605121,-0.029757056,0.065806545,-0.053770214,-0.466452265,-0.015632,0.265430648,-0.193976143,Regulator of G-protein signaling 8 (RGS8),Rgs8,
Q8BXV2,0.947279871,0.975051424,0.842484367,0.254733221,0.844015886,0.566823584,0.615771744,0.875907951,0.711455512,0.905652507,BRI3-binding protein (I3-binding protein),Bri3bp,
Q8BXZ1,0.47901917,0.603700023,0.307305666,0.487578478,0.107963625,-0.130702471,0.590820794,0.294222088,0.319438615,0.269581844,Protein disulfide-isomerase TMX3 (EC 5.3.4.1) (Thioredoxin domain-containing protein 10) (Thioredoxin-related transmembrane protein 3),Tmx3 Kiaa1830 Txndc10,
Q8BY02,0.703965637,1.077350501,0.701921441,0.898358176,0.491245095,0.40369217,0.205599453,0.706958626,0.494525909,0.614877702,NF-kappa-B-repressing factor (NFkB-repressing factor) (Transcription factor NRF),Nkrf Nrf,
Q8BY87,-1.207637051,-0.710573594,-1.000200761,-0.967074555,-0.381434498,-0.094014676,-0.293759121,-0.610881722,-0.381803335,-0.761129499,Ubiquitin carboxyl-terminal hydrolase 47 (EC 3.4.19.12) (Deubiquitinating enzyme 47) (Ubiquitin thioesterase 47) (Ubiquitin-specific-processing protease 47),Usp47,
Q8BY89,-0.036301495,-0.404354711,-0.355742873,-0.045736537,-0.16120354,-0.444796579,-0.794541313,-0.335000872,-0.635552011,-0.268915254,Choline transporter-like protein 2 (Solute carrier family 44 member 2),Slc44a2 Ctl2,"TISSUE SPECIFICITY: Expressed at high levels in lung, colon, inner ear and spleen (at protein level). Progressively lower levels in brain, tongue, liver and kidney (at protein level). In the kidney, prominent expression in glomeruli in the lining of Bowman's capsule and on the mesangial cells adjacent to the vessels within the glomerulus (at protein level). Strongly expressed on the membranes of splenocytes and in lung parenchyme (at protein level). {ECO:0000269|PubMed:20665236}.; TISSUE SPECIFICITY: [Isoform 1]: Expressed at higher levels than isoform 2 in colon, heart, kidney, lung, cochlea, tongue and muscle, as well as in the inner ear. {ECO:0000269|PubMed:20665236}.; TISSUE SPECIFICITY: [Isoform 2]: Predominantly expressed in brain, liver and spleen. {ECO:0000269|PubMed:20665236}."
Q8BYA0,-0.135172219,-0.300803518,-0.796753693,-0.399297303,-0.53037416,-0.843226896,-0.571319716,-0.564389752,-0.346569563,-0.291357065,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (Tubulin-folding cofactor D),Tbcd,
Q8BYB9,0.203263493,0.109234272,0.013709084,-0.180855552,0.17651053,0.13350491,-0.344872617,-0.320566316,0.225182734,0.203843878,Protein O-glucosyltransferase 1 (EC 2.4.1.376) (CAP10-like 46 kDa protein) (KTEL motif-containing protein 1) (O-glucosyltransferase Rumi homolog) (Rumi) (Protein O-xylosyltransferase POGLUT1) (EC 2.4.2.63) (Wing-shaped neural plate protein) (Wsnp),Poglut1 Clp46 Ktelc1,"TISSUE SPECIFICITY: Widely expressed in newborn and adult tissues (at protein level). {ECO:0000269|PubMed:21490058, ECO:0000269|PubMed:26496195}."
Q8BYC6,-1.521723223,-1.35279682,-1.687313608,-1.156038487,-1.620283395,-1.452306301,-1.50184898,-0.885513623,-1.470506686,-1.831297657,Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Thousand and one amino acid protein 3),Taok3,
Q8BYG9,0.669393813,0.839676855,0.44877346,-0.197794246,0.58985983,0.040476632,0.42075794,-0.068918179,0.701162864,0.663313639,Ephrin type-A receptor 10 (EC 2.7.10.1),Epha10,"TISSUE SPECIFICITY: Expressed in the cochlea, in the organ of Corti, spiral ganglion, and stria vascularis. {ECO:0000269|PubMed:36048850}."
Q8BYH7,-0.263128497,-0.065765351,-0.453865042,-0.342117014,-0.009560628,-0.307154782,-0.351970678,-0.224382682,-0.187033363,-0.060843634,TBC1 domain family member 17,Tbc1d17,
Q8BYI6,0.078991424,-0.360392107,-0.290208037,-0.721481131,-0.50578096,-0.305351401,-0.420916535,-0.556786937,-0.307852067,0.056764887,Lysophosphatidylcholine acyltransferase 2 (LPC acyltransferase 2) (LPCAT-2) (LysoPC acyltransferase 2) (EC 2.3.1.23) (1-acylglycerol-3-phosphate O-acyltransferase 11) (1-AGP acyltransferase 11) (1-AGPAT 11) (EC 2.3.1.51) (1-acylglycerophosphocholine O-acyltransferase) (1-alkenylglycerophosphocholine O-acyltransferase) (EC 2.3.1.25) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 1),Lpcat2 Aytl1 Aytl1a Lpcat2a,"TISSUE SPECIFICITY: Highest expression is found in resident macrophages and casein-induced neutrophils followed by skin, colon, spleen and thioglycollate-induced macrophages. Detected in erythroleukemic cells but not in reticulocytes. {ECO:0000269|PubMed:17182612, ECO:0000269|PubMed:18156367}."
Q8BYI8,0.00493207,-0.026819842,0.049510409,-0.04583604,0.115005028,0.229178728,0.124095769,-0.225176414,-0.214284369,0.172858488,Protein FAM234B,Fam234b Kiaa1467,
Q8BYI9,-0.111977941,-0.149194213,-0.286282217,-0.29636177,-0.170226885,-0.152393557,-0.326680626,-0.222364614,-0.191068936,-0.123338428,Tenascin-R (TN-R) (Janusin) (Neural recognition molecule J1-160/180) (Restrictin),Tnr,TISSUE SPECIFICITY: Brain-specific. {ECO:0000269|PubMed:2477380}.
Q8BYJ6,-1.627226361,-1.258051925,-1.541729991,-0.918025574,-1.681244494,-1.198340414,-0.967303649,-1.195360948,-1.357651723,-1.605703353,TBC1 domain family member 4 (Akt substrate of 160 kDa) (AS160),Tbc1d4 As160 Kiaa0603,"TISSUE SPECIFICITY: Widely expressed, including in pancreatic beta cells. {ECO:0000269|PubMed:11994271, ECO:0000269|PubMed:18276765}."
Q8BYK4,0.93919922,0.657830892,0.89529586,0.444035285,1.193984526,1.251710373,0.431020929,0.435120258,0.702590611,0.460835237,Retinol dehydrogenase 12 (EC 1.1.1.300),Rdh12,"TISSUE SPECIFICITY: Expressed in the inner segments of the photoreceptor in retina. {ECO:0000269|PubMed:12226107, ECO:0000269|PubMed:17032653}."
Q8BYK5,0.660086523,0.581885891,0.585784262,0.652064722,0.601518369,0.083237157,-0.117053006,0.357550934,0.501087617,0.57775581,Phosphatase and actin regulator 3 (Scaffold-associated PP1-inhibiting protein) (Scapinin),Phactr3 Scapin1,
Q8BYK6,-0.411895263,-0.575943607,-1.00918625,-1.194090868,-1.220672102,-0.813146838,-0.689717091,-0.616612311,-0.742985508,-0.559629002,YTH domain-containing family protein 3,Ythdf3,
Q8BYK8,-1.169958961,-0.819604124,-1.272044481,-2.028839428,-1.712798584,-1.98239928,-0.388955772,-1.385059954,-1.439993803,-1.910788006,Zinc finger CCCH domain-containing protein 6,Zc3h6 Zc3hdc6,
Q8BYL4,0.997851437,0.96795163,1.029328179,0.236950932,0.577116664,0.343665402,0.917289384,0.631540384,1.039654281,0.778541477,"Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)",Yars2,
Q8BYM5,0.042927643,0.073737771,-0.538575118,-0.020282665,0.054630416,-0.303201557,-0.573359224,-0.026326436,-0.082389111,0.212170716,Neuroligin-3 (Gliotactin homolog),Nlgn3,"TISSUE SPECIFICITY: Brain and arteries (at protein level). Detected in heart, brain, spleen, lung, liver, skeletal muscle, kidney and testis. Expressed in olfactory bulb and olfactory epithelium. Found in olfactory ensheathing glia but not in olfactory neurons, and in developing peripheral glia. Localizes to dendritic membrane. {ECO:0000269|PubMed:11329178, ECO:0000269|PubMed:16982420, ECO:0000269|PubMed:17897391, ECO:0000269|PubMed:18434543, ECO:0000269|PubMed:19926856, ECO:0000269|PubMed:37865312}."
Q8BYM7,1.05469096,1.117533008,1.01583182,0.672020419,0.748542181,0.869500652,0.063965352,0.700493216,0.994395371,0.713922316,Radial spoke head protein 4 homolog A (Radial spoke head-like protein 3),Rsph4a Rshl3,"TISSUE SPECIFICITY: Expressed in the trachea, ependymal cells and oviduct (at protein level) (PubMed:30239614, PubMed:32203505, PubMed:34871179). Abesent from sperm (at protein level) (PubMed:34871179). Expressed in brain, kidney and testis. {ECO:0000269|PubMed:30239614, ECO:0000269|PubMed:32203505, ECO:0000269|PubMed:34871179}."
