accession,protein_name,gene_name,tissue_specificity,Cerebellum,Midbrain,Thalamus,Lateral habenula,Hippocampus,Dentate gyrus,Basic cell groups and regions (grey),Lateral septal nucleus,Caudoputamen,Neocortex
Q8CJ40,Rootletin (Ciliary rootlet coiled-coil protein),Crocc Kiaa0445,"TISSUE SPECIFICITY: Highest expression detected in photoreceptor cells of retina. Expressed at lower levels in brain, trachea and kidney. Detected in all major ciliated epithelia. During embryonic development, enriched along the apical domains of neuroepithelium in brain ventricular zone, in primordia of retinal pigment epithelia and in neural retina. {ECO:0000269|PubMed:12427867}.",0.206394083,0.337519023,-0.057007486,0.41308817,0.169329665,0.245900963,0.179187665,0.149642289,0.313492389,0.160897622
Q8CJ61,CKLF-like MARVEL transmembrane domain-containing protein 4 (Chemokine-like factor superfamily member 4),Cmtm4 Cklfsf4,,-0.030771557,0.111230287,0.131613447,-0.871279183,-0.006385699,0.771986208,0.335788178,0.407410378,0.049318439,-0.109840628
Q8CJ67,Double-stranded RNA-binding protein Staufen homolog 2,Stau2,"TISSUE SPECIFICITY: Expressed in brain and neurons, where isoform 2 and isoform 3 appear to be the most abundant. Expressed at the neuromuscular junction of the extensor digitorum longus, tibialis anterior and soleus muscles. Expression at neuromuscular junctions is most pronounced in slow-twitch muscle. Also weakly expressed in heart, kidney, ovary and testis. {ECO:0000269|PubMed:12140260, ECO:0000269|PubMed:12859680}.",0.148873301,0.246854496,0.422008203,-2.019532346,0.209479966,0.143981817,0.17008879,-0.327177678,0.412813603,0.285394295
Q8CJ96,Ras association domain-containing protein 8 (Carcinoma-associated protein HOJ-1 homolog),Rassf8,,-0.295772161,-0.190451293,-0.829020082,-0.886780989,-0.237295046,-0.09226737,-0.113069544,-0.708995571,-0.189918064,-0.077702453
Q8CJF7,Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1),Ahctf1 Elys,"TISSUE SPECIFICITY: Widely expressed with higher expression in testis, lung and kidney. Expressed in T-cells, B-cells and granulocytes in bone marrow. {ECO:0000269|PubMed:11952839}.",-0.638733051,-0.514804441,-0.249853882,-0.30039924,-0.655527357,-0.596151673,-0.160242279,-0.683543457,-0.412487739,-1.090623062
Q8CJF9,Protein argonaute-3 (Argonaute3) (mAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3) (Piwi/argonaute family protein meIF2C3),Ago3 Eif2c3,,0.667960286,0.324635552,0.205393815,-0.166898121,0.10842966,-0.339650822,-0.015411823,-0.350969106,0.054178528,0.050911893
Q8CJG0,Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer),Ago2 Eif2c2 Kiaa4215,"TISSUE SPECIFICITY: Ubiquitous expression in 9.5 day embryos with highest levels in forebrain, heart, limb buds, and branchial arches. {ECO:0000269|PubMed:15284456}.",0.06437821,-0.224183938,-0.201476178,-0.291254926,-0.168173167,-0.234181893,-0.003866111,-0.196233749,-0.160289015,-0.074946828
Q8CJG1,Protein argonaute-1 (Argonaute1) (mAgo1) (Argonaute RISC catalytic component 1) (Eukaryotic translation initiation factor 2C 1) (eIF-2C 1) (eIF2C 1) (Piwi/argonaute family protein meIF2C1),Ago1 Eif2c1,,-0.132823774,-0.143384655,-0.151284227,-0.593166414,-0.462524708,-0.83150869,-0.466006677,-0.529999258,-0.279185402,-0.20337051
Q8CJH3,Plexin-B1,Plxnb1 Kiaa0407,"TISSUE SPECIFICITY: Detected in brain, heart, lung, liver, kidney, stomach, testis, uterus and placenta (PubMed:12559962). Expressed in neurons and glia in the developing hippocampus (PubMed:29981480). {ECO:0000269|PubMed:12559962, ECO:0000269|PubMed:29981480}.",-0.162085771,0.01824768,-0.094177473,0.028981108,-0.044684573,-0.111666931,0.109283676,-0.063674764,-0.021526846,-0.102322121
Q8HW98,IgLON family member 5,Iglon5,,0.041797584,0.339276797,-0.166581263,0.43153655,-0.397857182,-0.096484968,0.315372293,-0.526091423,0.267621977,-0.036558332
Q8JZK9,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",Hmgcs1,,-0.250010175,0.20657703,-0.578673878,-0.281412994,-0.070056997,-0.699637915,-1.147619876,0.164909374,-0.140671201,-0.230479991
Q8JZL2,Melanin-concentrating hormone receptor 1 (MCH receptor 1) (MCH-R1) (MCHR-1) (G-protein coupled receptor 24) (MCH-1R) (MCH1R) (MCHR) (SLC-1) (Somatostatin receptor-like protein),Mchr1 Gpr24 Slc1,TISSUE SPECIFICITY: Expressed predominantly in the brain. Expression in brain is negatively regulated by leptin. Also found in the epithelium of the tongue and kidney. {ECO:0000269|PubMed:11159839}.,-7.376947315,NA,NA,NA,NA,NA,NA,NA,NA,-6.169420701
Q8JZM4,Delta and Notch-like epidermal growth factor-related receptor (Brain EGF repeat-containing transmembrane protein),Dner Bet Bret,"TISSUE SPECIFICITY: Specifically expressed in brain neurons (at protein level). {ECO:0000269|PubMed:11950833, ECO:0000269|PubMed:11997712}.",-2.194258803,-1.970455228,-1.899813797,-2.060865336,-2.878219285,-1.925842441,-1.181527237,-1.719167239,-2.077674858,-1.957969548
Q8JZM7,Parafibromin (Cell division cycle protein 73 homolog) (Hyperparathyroidism 2 protein homolog),Cdc73,"TISSUE SPECIFICITY: Found in the adrenal gland, kidney, heart, ovary and liver. {ECO:0000269|PubMed:15580289}.",0.041033637,0.14594945,-0.182256121,-0.463455194,-0.281332424,-0.448243607,0.217792604,0.119737721,0.224930433,0.07366195
Q8JZN5,"Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.7, EC 1.3.8.8)",Acad9,,0.587726003,0.574881785,0.506391532,0.834031925,0.250105561,0.127904161,0.355303578,0.222787538,0.587399549,0.75005873
Q8JZN7,Mitochondrial Rho GTPase 2 (MIRO-2) (EC 3.6.5.-) (Ras homolog gene family member T2),Rhot2 Arht2,TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:15218247}.,0.848926885,0.958098612,0.701033989,1.164657938,1.011549642,0.70379623,0.815155882,0.853250971,0.757414101,0.115874288
Q8JZP2,Synapsin-3 (Synapsin III),Syn3,,-0.081793905,-0.516740339,0.020725485,-1.075424827,-0.556640461,-0.4717268,-0.383168563,-0.229610761,-0.233665534,-0.064629103
Q8JZP9,GAS2-like protein 1 (Growth arrest-specific protein 2-like 1),Gas2l1,,0.147411482,0.16986981,0.877872736,0.796698247,-0.241396437,0.000971517,0.612127129,0.022073498,0.209973559,-0.054015625
Q8JZQ2,Mitochondrial inner membrane m-AAA protease component AFG3L2 (EC 3.4.24.-) (EC 3.6.-.-) (AFG3-like protein 2),Afg3l2,TISSUE SPECIFICITY: Highly expressed in the cerebellar Purkinje cells. {ECO:0000269|PubMed:20208537}.,0.738316503,0.794215729,0.832009583,0.188183526,0.841230855,0.678982572,0.747679054,0.648216105,0.559078162,0.54207593
Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (eIF-3-eta) (eIF3 p116),Eif3b Eif3s9,TISSUE SPECIFICITY: Ubiquitously expressed. {ECO:0000269|PubMed:12038979}.,0.458643071,0.395561112,0.324909133,0.681403798,0.352212372,0.367905382,0.402995239,0.549342477,0.643015503,0.522020014
Q8JZR0,Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 5) (LACS 5),Acsl5 Facl5,,-0.160599191,-0.414054962,-0.145278683,-0.448360371,-0.803512979,-0.534519135,-0.553839961,-0.519384524,-0.539375995,-0.394552471
Q8JZR6,Electroneutral sodium bicarbonate exchanger 1 (Electroneutral Na+-driven Cl-HCO3 exchanger) (Solute carrier family 4 member 8) (k-NBC3),Slc4a8 Kiaa0739 Ndcbe,"TISSUE SPECIFICITY: Expressed in the hippocampal neurons (at protein level). Highly expressed in brain with lower levels in lung, kidney and heart. In the kidney, there is high expression in the inner medulla, localized to the inner medullary collecting duct. In the brain, there seems to be three transcripts each having a different expression pattern. The smaller 3kb transcript has highest expression levels in the thalamus and the largest 9.5kb transcript has highest levels in the substantia nigra. The middle transcript of 4.4kb, which is also the main transcript in kidney, is highly expressed in thalamus. Hence, the highest levels are observed in the thalamus, amygdala and caudate nucleus and very low expression was seen in the corpus callosum. {ECO:0000269|PubMed:11260402, ECO:0000269|PubMed:18359573, ECO:0000269|PubMed:20389022, ECO:0000269|PubMed:21593314, ECO:0000269|PubMed:30355950}.",0.579895811,0.804220638,0.615312125,1.097648093,0.39524484,0.207540922,0.043644321,0.31097062,0.253264517,0.573537606
Q8JZS0,Protein lin-7 homolog A (Lin-7A) (mLin-7) (Mammalian lin-seven protein 1) (MALS-1) (Vertebrate lin-7 homolog 1) (Veli-1),Lin7a Mals1 Veli1,"TISSUE SPECIFICITY: Expressed in the kidney, along the length of the nephron. {ECO:0000269|PubMed:15494546}.",1.382450374,0.72966517,0.563679144,0.467034774,0.960368544,0.821580382,0.61225953,0.908908135,1.237079305,1.543888172
Q8JZS6,NEDD4-binding protein 2-like 2 (Phosphonoformate immuno-associated protein 5 homolog),N4bp2l2 Pfaap5,,1.721007086,1.444009596,1.424854392,1.18750633,1.581296346,1.467969698,0.885537776,1.118205465,1.636731617,1.625583946
Q8JZS7,"3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic (EC 4.1.3.4) (3-hydroxy-3-methylglutaryl-CoA lyase-like protein 1)",Hmgcll1,,1.02116073,0.932188584,1.320164463,1.231437272,0.898468341,0.540525467,0.542450843,0.716348371,1.323239271,1.343596832
Q8JZS9,"Large ribosomal subunit protein mL48 (39S ribosomal protein L48, mitochondrial) (L48mt) (MRP-L48)",Mrpl48,,1.61132353,1.835193466,1.593243558,1.250913466,1.542175807,1.423397874,0.994729468,0.932378184,1.539987122,1.550683379
Q8JZU2,"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",Slc25a1,"TISSUE SPECIFICITY: Expressed minimally but ubiquitously throughout the adult brain. Detected at higher levels in the olfactory bulb, neocortex and cerebellum. Also expressed in a subset of large cells in the globus pallidus. {ECO:0000269|PubMed:18775783}.",0.598604931,0.576667465,0.39331783,1.096358483,0.544070002,0.004705955,0.752018987,0.34350461,0.615504967,0.584870438
Q8JZV7,N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25) (Amidohydrolase domain-containing protein 2),Amdhd2,,-0.068930459,-0.158318262,-0.085444438,0.426300718,0.09101205,0.250221966,0.381362756,-0.951666189,0.107438599,-0.00546005
Q8JZW4,Copine-5 (Copine V),Cpne5,"TISSUE SPECIFICITY: Expressed in the cerebra and cerebellum of newborn brain. Expressed in the eye, lung and muscles but weakly expressed in the adult brain (at protein level) (PubMed:18614158). {ECO:0000269|PubMed:18614158}.",-0.75512348,-0.687246772,-0.467815152,-0.686844112,-0.772830429,-0.513738932,-0.076039947,-0.48007824,-0.366789945,-0.396267305
Q8JZW5,SH2 domain-containing protein 5,Sh2d5,"TISSUE SPECIFICITY: Highly expressed in brain, particularly in Purkinjie cells in the cerebellum and the cornu ammonis of the hippocampus. {ECO:0000269|PubMed:25331951}.",-0.097455752,-0.124673741,-0.684887445,-0.036628067,-0.803955717,-0.25718085,-0.738670158,-1.024600578,-0.632786229,-0.131847884
Q8JZW8,Paraneoplastic antigen Ma3 homolog,Pnma3,TISSUE SPECIFICITY: Expressed in the cerebrum and cerebellum. {ECO:0000269|PubMed:19366867}.,0.673992297,0.778568468,0.755189702,0.5915289,0.676722458,0.670861336,0.689948123,0.059264323,0.944726514,0.740421153
Q8JZX4,Splicing factor 45 (45 kDa-splicing factor) (RNA-binding motif protein 17),Rbm17 Spf45,,0.280205903,0.428538173,0.340844353,-0.037770123,0.427888615,-0.102154044,-0.186552859,0.042917932,0.214624089,0.295955568
Q8JZX9,Cdc42 effector protein 2 (Binder of Rho GTPases 1),Cdc42ep2 Borg1 Cep2,,-1.145843801,-1.938030204,-1.656156877,0.582586207,-1.342463471,-0.587179517,-0.666921014,-0.168859076,-1.808315999,-1.130303216
Q8JZY2,COMM domain-containing protein 10 (Down-regulated in W/WV mouse stomach 2) (mDRWMS2),Commd10,,0.021300281,-0.116630631,-0.585460697,-0.154504341,-0.655187727,-0.287046316,-0.396479524,0.094887363,-0.130767026,-0.182870552
Q8JZZ7,Adhesion G protein-coupled receptor L2 (Calcium-independent alpha-latrotoxin receptor 2) (CIRL-2) (Latrophilin-2),Adgrl2 Kiaa0786 Lphn2,"TISSUE SPECIFICITY: Ubiquitously expressed (PubMed:24273166). In neurons, specifically localizes to dendritic domains of CA1 pyramidal neurons in the S. lacunosummoleculare (PubMed:28972101, PubMed:30792275). {ECO:0000269|PubMed:24273166, ECO:0000269|PubMed:28972101, ECO:0000269|PubMed:30792275}.",-0.222650864,0.017646891,0.794738517,0.406309972,0.516311803,0.348837325,0.51521393,-0.023517097,-0.053040962,-0.224758401
Q8K004,Spermatogenesis-associated protein 2,Spata2,"TISSUE SPECIFICITY: Widely expressed, with highest expression in testis, lung and intestine, and lower expression in brain, heart and spleen (PubMed:28701375). Present at high level in Sertoli cells: expressed from stage I to stage XII of the testis seminiferous epithelium (at protein level) (PubMed:29025062). {ECO:0000269|PubMed:28701375, ECO:0000269|PubMed:29025062}.",-0.750989823,-0.790942827,0.614944851,-2.221326149,-0.869883363,-1.164316108,-0.048556112,-0.249330553,-0.728457069,-0.069445379
Q8K010,5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase),Oplah,,0.028406493,0.305734797,0.391700953,0.236999983,0.241159533,-0.296621849,-0.739597973,0.309861347,0.214569075,0.240566062
Q8K012,Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1) (Toca-1),Fnbp1l Toca1,,0.210891169,0.340540335,0.412127977,-0.312499309,0.292713661,0.105731325,0.243688036,0.376844591,0.59058826,0.275926587
Q8K019,Bcl-2-associated transcription factor 1 (Btf),Bclaf1 Btf Kiaa0164,,0.293195578,0.149867903,0.259852314,-0.146436003,0.032445678,0.325833759,-0.234133832,-0.249007227,0.207254605,0.183671076
Q8K021,Secretory carrier-associated membrane protein 1 (Secretory carrier membrane protein 1),Scamp1,,0.080460853,0.086974493,0.143403449,-1.670079466,0.023105921,0.012110053,-0.137809302,0.117989383,0.081760112,0.094711985
Q8K070,Sterile alpha motif domain-containing protein 14 (SAM domain-containing protein 14),Samd14,,-0.141744298,0.155408335,-0.37444156,-0.264327015,-0.25671671,0.208787562,0.27809967,0.759340218,0.166790878,0.295131881
Q8K083,Zinc finger protein 536,Znf536 Kiaa0390 Zfp536,"TISSUE SPECIFICITY: Expressed predominantly in the brain, while a weak signal is also detected in the heart and testis (PubMed:19398580). Expression is abundant in neuronal cells of the cerebral cortex, hippocampus and hypothalamic area (at protein level) (PubMed:19398580). {ECO:0000269|PubMed:19398580}.",-0.552516294,-0.651110974,-1.464097233,-0.805903347,-0.608864335,-1.018581251,-2.29570846,-1.320900095,-1.162953527,-0.745307012
Q8K093,Thyrotropin-releasing hormone-degrading ectoenzyme (TRH-DE) (TRH-degrading ectoenzyme) (EC 3.4.19.6) (Pyroglutamyl-peptidase II) (PAP-II) (TRH-specific aminopeptidase) (Thyroliberinase),Trhde,,0.138999936,0.233574195,0.038973947,0.124332414,0.290501649,-0.041384583,-0.095654307,0.012664409,0.400723443,0.286400001
Q8K097,Protein lifeguard 2 (Fas apoptotic inhibitory molecule 2) (Neural membrane protein 35),Faim2 Kiaa0950 Lfg Lfg2 Nmp35,"TISSUE SPECIFICITY: Brain. Highly expressed in cerebellum, also found in cortex, olfactory bulb, and hippocampus. {ECO:0000269|PubMed:17635665, ECO:0000269|PubMed:21957071}.",0.05464467,-0.15305418,-0.376706342,-0.839368068,-0.652390441,-0.612213486,-0.238454469,-1.07766087,0.273108582,-0.033954165
Q8K0B2,Lysosomal cobalamin transport escort protein LMBD1 (LMBD1) (LMBR1 domain-containing protein 1) (Protein N90b),Lmbrd1,,0.457678907,0.548231402,0.859550087,0.426794131,0.07254905,0.587784033,0.328079934,1.206815529,0.565905928,0.570067897
Q8K0C1,Importin-13 (Imp13),Ipo13 Kiaa0724,,0.241683997,0.270759497,0.099011575,0.180733197,-0.281254396,-0.086334733,0.691913238,0.310787992,0.125775092,0.08016502
Q8K0C4,Lanosterol 14-alpha demethylase (LDM) (EC 1.14.14.154) (CYPLI) (Cytochrome P450 51A1) (CYP51) (Cytochrome P450-14DM) (Cytochrome P45014DM) (Cytochrome P450LI) (Sterol 14-alpha demethylase),Cyp51a1 Cyp51,,-0.534440907,-0.049481829,-0.349203902,-0.189363604,-0.176205982,-0.212048075,-0.458872159,0.159474199,-0.38910785,-0.134029881
Q8K0D0,Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2),Cdk17 Pctaire2 Pctk2,,0.026333499,0.035360804,0.325269774,0.984518994,-0.041934198,-0.047856902,-0.027872518,0.157705414,0.184636488,0.33770374
Q8K0D5,"Elongation factor G, mitochondrial (EF-Gmt) (EC 3.6.5.-) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1)",Gfm1 Efg Efg1 Gfm,,0.208290509,0.449458,0.118913893,-0.192087764,-0.126078778,0.397944533,0.034044379,1.274144739,0.533469898,0.416876467
Q8K0D7,Guided entry of tail-anchored proteins factor 1 (Tail-anchored protein insertion receptor WRB) (Tryptophan-rich basic protein),Get1 Wrb,,-0.420985011,-0.907281043,0.115630774,0.764489448,0.043426167,-0.206773311,-0.292093352,0.334263073,-0.978391364,-1.008290601
Q8K0E8,Fibrinogen beta chain [Cleaved into: Fibrinopeptide B; Fibrinogen beta chain],Fgb,,-0.764790457,-0.642313617,0.707600489,-0.357924665,-0.089909663,-0.192296962,0.39501441,-0.397045788,-0.925793372,-0.28096559
Q8K0F1,TBC1 domain family member 23,Tbc1d23,,0.634888881,0.838609313,1.075418668,0.408694755,0.86440783,-0.148893451,0.625618728,-0.175021788,1.046813865,0.894762275
Q8K0G5,EARP and GARP complex-interacting protein 1 (Endosome-associated recycling protein-interacting protein) (Golgi-associated retrograde protein-interacting protein) (Tumor-suppressing STF cDNA 1 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 1 protein),Eipr1 Tssc1,,-0.133763982,0.105912659,0.059377926,0.205167115,-0.033902525,0.03759256,-0.028873748,-0.016504378,-0.007793889,-0.452198267
Q8K0H1,Multidrug and toxin extrusion protein 1 (MATE-1) (mMATE-1) (Solute carrier family 47 member 1),Slc47a1 Mate1,"TISSUE SPECIFICITY: Predominantly expressed in kidney and liver (PubMed:24961373). Also expressed in various cells, including brain glia-like cells and capillaries, pancreatic duct cells, urinary bladder epithelium, adrenal gland cortex, heart, stomach, small intestine, thyroid gland, testes, alpha cells of the islets of Langerhans, Leydig cells, and vitamin A-storing Ito cells. Expressed in heart, stomach, small intestine, bladder, thyroid gland, adrenal gland and testes (at protein level). {ECO:0000269|PubMed:16330770, ECO:0000269|PubMed:16641166, ECO:0000269|PubMed:24961373}.",-2.045526032,-2.094454654,-2.363677654,NA,-2.701639594,-1.810927059,-1.815002007,-1.710467251,-1.818746975,-1.785626431
Q8K0H5,Transcription initiation factor TFIID subunit 10 (Transcription initiation factor TFIID 30 kDa subunit) (TAF(II)30) (TAFII-30) (TAFII30) (mTAFII30),Taf10 Taf2h Tafii30,,-0.930599722,-0.227338077,-0.570838555,NA,-0.716728581,-0.895925127,-1.057078312,-1.072999347,-0.195217852,-0.834753498
